6.74882037e+00 2.52638797e-02 1.11338110e-07 8.57000000e-04 1.53227899e-07 8.57139081e-04 2.36844574e-13 1.57338615e+01
7.17573640e+00 1.05343256e-01 1.40106993e-07 7.04000000e-04 1.87693776e-07 7.04260880e-04 2.83632140e-13 2.34766927e+01
7.60265242e+00 4.21520486e-01 1.65733657e-07 5.73000000e-04 2.14198313e-07 5.73078670e-04 2.99163356e-13 3.40157449e+01
8.02956845e+00 1.63639179e+00 1.86155255e-07 4.60000000e-04 2.32973640e-07 4.60159202e-04 2.89028816e-13 4.92273037e+01
8.45648448e+00 6.22733468e+00 2.00912612e-07 3.65000000e-04 2.44016068e-07 3.65189858e-04 2.59581332e-13 7.11670638e+01
8.88340050e+00 2.34121252e+01 2.10655554e-07 2.86000000e-04 2.49232936e-07 2.86243041e-04 2.21693449e-13 1.03572914e+02
9.31031653e+00 8.74055186e+01 2.16498154e-07 2.21000000e-04 2.50729400e-07 2.21341839e-04 1.83807303e-13 1.52803944e+02
9.73723255e+00 3.25044808e+02 2.19557057e-07 1.69000000e-04 2.49704168e-07 1.69183832e-04 1.49276797e-13 2.27888195e+02
1.01641486e+01 1.20623522e+03 2.20723839e-07 1.28000000e-04 2.47299065e-07 1.28148324e-04 1.19995249e-13 3.43894519e+02
1.05910646e+01 4.47125532e+03 2.20606908e-07 9.60000000e-05 2.44277061e-07 9.60586941e-05 9.63154248e-14 5.26027323e+02
