6.74882037e+00 2.52798630e-02 1.11426203e-07 8.56500000e-04 1.41566618e-07 8.56616138e-04 2.01139035e-13 1.33459617e+01
6.88704543e+00 4.03450795e-02 1.20909256e-07 8.05000000e-04 1.52359869e-07 8.05048430e-04 2.15117323e-13 1.51569148e+01
7.02527048e+00 6.40696290e-02 1.30292252e-07 7.55500000e-04 1.63508957e-07 7.55553177e-04 2.29650340e-13 1.73659037e+01
7.16349554e+00 1.01268850e-01 1.39454555e-07 7.08000000e-04 1.74127246e-07 7.08111176e-04 2.41848112e-13 1.98352603e+01
7.30172059e+00 1.59368231e-01 1.48287848e-07 6.63000000e-04 1.83982668e-07 6.63091427e-04 2.50996020e-13 2.25580858e+01
7.43994565e+00 2.49798859e-01 1.56700069e-07 6.20000000e-04 1.93219100e-07 6.20096344e-04 2.57798939e-13 2.56447473e+01
7.57817070e+00 3.90133455e-01 1.64618245e-07 5.79000000e-04 2.01705205e-07 5.79115141e-04 2.61987262e-13 2.91241901e+01
7.71639576e+00 6.07352643e-01 1.71989102e-07 5.40500000e-04 2.09305447e-07 5.40512557e-04 2.63249456e-13 3.30049703e+01
7.85462081e+00 9.42841046e-01 1.78778213e-07 5.03500000e-04 2.16157025e-07 5.03542108e-04 2.62348762e-13 3.74198957e+01
7.99284586e+00 1.46002465e+00 1.84968759e-07 4.68500000e-04 2.22196980e-07 4.68540012e-04 2.59227503e-13 4.24099762e+01
8.13107092e+00 2.25605414e+00 1.90559056e-07 4.35000000e-04 2.27521209e-07 4.35071375e-04 2.54436578e-13 4.81122350e+01
8.26929597e+00 3.47967572e+00 1.95560361e-07 4.04000000e-04 2.31929112e-07 4.04050790e-04 2.47385285e-13 5.44549202e+01
8.40752103e+00 5.35850234e+00 1.99993744e-07 3.74500000e-04 2.35689993e-07 3.74521421e-04 2.39208888e-13 6.17024385e+01
8.54574608e+00 8.24064819e+00 2.03887588e-07 3.46500000e-04 2.38853476e-07 3.46542999e-04 2.30181633e-13 7.00020749e+01
8.68397114e+00 1.26582450e+01 2.07274927e-07 3.20000000e-04 2.41473639e-07 3.20040015e-04 2.20555605e-13 7.95263879e+01
8.82219619e+00 1.94243459e+01 2.10191174e-07 2.95500000e-04 2.43440926e-07 2.95536790e-04 2.10018573e-13 9.02471043e+01
8.96042125e+00 2.97809990e+01 2.12672378e-07 2.72500000e-04 2.44937190e-07 2.72532996e-04 1.99237554e-13 1.02509381e+02
9.09864630e+00 4.56251558e+01 2.14754251e-07 2.51000000e-04 2.46000940e-07 2.51022661e-04 1.88344945e-13 1.16524172e+02
9.23687136e+00 6.98539464e+01 2.16471593e-07 2.30500000e-04 2.46847582e-07 2.30526358e-04 1.78002970e-13 1.32937184e+02
9.37509641e+00 1.06893029e+02 2.17858581e-07 2.12000000e-04 2.47121077e-07 2.12018878e-04 1.67116246e-13 1.51193575e+02
9.51332147e+00 1.63505319e+02 2.18949169e-07 1.94000000e-04 2.47436220e-07 1.94016091e-04 1.57470964e-13 1.73146935e+02
9.65154652e+00 2.50029578e+02 2.19777653e-07 1.78000000e-04 2.47189423e-07 1.78019089e-04 1.47268943e-13 1.97380486e+02
9.78977158e+00 3.82271608e+02 2.20378078e-07 1.63000000e-04 2.46809400e-07 1.63009923e-04 1.37692971e-13 2.25549333e+02
9.92799663e+00 5.84388112e+02 2.20783107e-07 1.49000000e-04 2.46317434e-07 1.49007745e-04 1.28717987e-13 2.58308158e+02
1.00662217e+01 8.93288738e+02 2.21022208e-07 1.36000000e-04 2.45723381e-07 1.36006620e-04 1.20300487e-13 2.96373608e+02
1.02044467e+01 1.36535956e+03 2.21120323e-07 1.24000000e-04 2.45028972e-07 1.24028114e-04 1.12378056e-13 3.40491779e+02
1.03426718e+01 2.08674560e+03 2.21097393e-07 1.12500000e-04 2.44523958e-07 1.12504288e-04 1.05568786e-13 3.93986469e+02
1.04808969e+01 3.18907427e+03 2.20968885e-07 1.02500000e-04 2.43595763e-07 1.02527636e-04 9.83906829e-14 4.52889410e+02
1.06191219e+01 4.87345880e+03 2.20746291e-07 9.30000000e-05 2.42829116e-07 9.30071013e-05 9.21515041e-14 5.23753953e+02
1.07573470e+01 7.44714430e+03 2.20438052e-07 8.45000000e-05 2.41867844e-07 8.45095690e-05 8.60232177e-14 6.04304431e+02
