6.74882037e+00 2.52636762e-02 1.11334715e-07 8.56000000e-04 1.41618189e-07 8.56097847e-04 2.01441571e-13 1.33828938e+01
6.88997865e+00 4.07162824e-02 1.21002504e-07 8.03500000e-04 1.52652786e-07 8.03529881e-04 2.15785572e-13 1.52455351e+01
7.03113693e+00 6.52815962e-02 1.30560550e-07 7.53000000e-04 1.63941808e-07 7.53063742e-04 2.30316405e-13 1.74977102e+01
7.17229522e+00 1.04156775e-01 1.39880533e-07 7.05000000e-04 1.74532860e-07 7.05039327e-04 2.41884897e-13 1.99787643e+01
7.31345350e+00 1.65427671e-01 1.48847281e-07 6.59000000e-04 1.84638568e-07 6.59081395e-04 2.51416231e-13 2.28204207e+01
7.45461178e+00 2.61653548e-01 1.57364149e-07 6.15500000e-04 1.93855111e-07 6.15548595e-04 2.57641686e-13 2.59679244e+01
7.59577006e+00 4.12310882e-01 1.65355040e-07 5.74000000e-04 2.02395114e-07 5.74052600e-04 2.61554720e-13 2.95675758e+01
7.73692834e+00 6.47564082e-01 1.72765302e-07 5.34500000e-04 2.10084126e-07 5.34573722e-04 2.62758733e-13 3.36338585e+01
7.87808663e+00 1.01408167e+00 1.79560747e-07 4.97000000e-04 2.16922090e-07 4.97092659e-04 2.61473749e-13 3.82404307e+01
8.01924491e+00 1.58401822e+00 1.85725996e-07 4.62000000e-04 2.22806193e-07 4.62006142e-04 2.57519479e-13 4.33962489e+01
8.16040319e+00 2.46888576e+00 1.91262107e-07 4.28500000e-04 2.27949102e-07 4.28528857e-04 2.51905494e-13 4.93016885e+01
8.30156147e+00 3.84092060e+00 1.96183956e-07 3.96500000e-04 2.32406767e-07 3.96559954e-04 2.44982661e-13 5.60966039e+01
8.44271975e+00 5.96602973e+00 2.00517222e-07 3.67000000e-04 2.35967632e-07 3.67052126e-04 2.36107275e-13 6.36859612e+01
8.58387804e+00 9.25457553e+00 2.04295173e-07 3.39000000e-04 2.38928998e-07 3.39041728e-04 2.26467836e-13 7.24097180e+01
8.72503632e+00 1.43398128e+01 2.07556518e-07 3.12500000e-04 2.41351268e-07 3.12538802e-04 2.16327666e-13 8.24621910e+01
8.86619460e+00 2.21988219e+01 2.10343202e-07 2.88000000e-04 2.43131644e-07 2.88033336e-04 2.05381558e-13 9.38289269e+01
9.00735288e+00 3.43387997e+01 2.12698438e-07 2.65000000e-04 2.44463697e-07 2.65028247e-04 1.94307451e-13 1.06898206e+02
9.14851116e+00 5.30841981e+01 2.14665236e-07 2.43500000e-04 2.45393810e-07 2.43524628e-04 1.83242423e-13 1.21923468e+02
9.28966945e+00 8.20193713e+01 2.16285032e-07 2.23000000e-04 2.46148302e-07 2.23022381e-04 1.72854090e-13 1.39639263e+02
9.43082773e+00 1.26672266e+02 2.17596972e-07 2.04500000e-04 2.46375351e-07 2.04540917e-04 1.62042770e-13 1.59490594e+02
9.57198601e+00 1.95567381e+02 2.18637244e-07 1.87000000e-04 2.46482821e-07 1.87014368e-04 1.51988907e-13 1.82828857e+02
9.71314429e+00 3.01848337e+02 2.19438948e-07 1.71000000e-04 2.46283557e-07 1.71032155e-04 1.42083802e-13 2.09461271e+02
9.85430257e+00 4.65778177e+02 2.20031553e-07 1.56000000e-04 2.46001177e-07 1.56033456e-04 1.32906517e-13 2.40709033e+02
9.99546086e+00 7.18596175e+02 2.20440979e-07 1.42500000e-04 2.45391621e-07 1.42507255e-04 1.23762740e-13 2.75966649e+02
1.01366191e+01 1.10847113e+03 2.20689607e-07 1.29500000e-04 2.44962759e-07 1.29506197e-04 1.15878805e-13 3.18723151e+02
1.02777774e+01 1.70966721e+03 2.20796565e-07 1.17500000e-04 2.44462746e-07 1.17506573e-04 1.08538594e-13 3.68859159e+02
1.04189357e+01 2.63667077e+03 2.20777940e-07 1.07000000e-04 2.43556045e-07 1.07028743e-04 1.00934272e-13 4.24441512e+02
1.05600940e+01 4.06595731e+03 2.20646855e-07 9.70000000e-05 2.42822545e-07 9.70427519e-05 9.43538031e-14 4.91586508e+02
1.07012523e+01 6.26958721e+03 2.20413691e-07 8.80000000e-05 2.41915053e-07 8.80084478e-05 8.79837249e-14 5.68586661e+02
1.08424105e+01 9.66709322e+03 2.20086362e-07 7.95000000e-05 2.41162927e-07 7.95032271e-05 8.24609846e-14 6.61665027e+02
