8.01029835e+00 8.01029835e+00 1.85356334e-07 4.64000000e-04 2.22438095e-07 4.64076295e-04 4.64076295e-04 2.57765631e-13 4.30413741e+01 8.29934778e-16 4.33550542e+01
8.19392451e+00 8.19392451e+00 1.92488282e-07 4.20000000e-04 2.22608300e-07 4.20057944e-04 4.20057944e-04 2.27231323e-13 4.61357169e+01 5.37272947e-16 5.43215414e+01
8.37755067e+00 8.37755067e+00 1.98590991e-07 3.80000000e-04 2.22406200e-07 3.80039438e-04 3.80039438e-04 1.95987186e-13 4.89796960e+01 3.36814674e-16 6.07931867e+01
8.56117684e+00 8.56117684e+00 2.03726935e-07 3.43000000e-04 2.22497953e-07 3.43032604e-04 3.43032604e-04 1.67583324e-13 5.21235235e+01 2.09490218e-16 7.12040838e+01
8.74480300e+00 8.74480300e+00 2.07978217e-07 3.09000000e-04 2.22396881e-07 3.09019443e-04 3.09019443e-04 1.40599485e-13 5.49659302e+01 1.26403080e-16 8.43318675e+01
8.92842916e+00 8.92842916e+00 2.11436628e-07 2.77000000e-04 2.22343820e-07 2.77014580e-04 2.77014580e-04 1.16456219e-13 5.77297179e+01 7.47817724e-17 1.00108809e+02
9.11205532e+00 9.11205532e+00 2.14197088e-07 2.48000000e-04 2.22542435e-07 2.48007912e-04 2.48007912e-04 9.65733800e-14 6.11768333e+01 4.45561254e-17 1.18799746e+02
9.29568148e+00 9.29568148e+00 2.16352640e-07 2.23000000e-04 2.22478183e-07 2.23003774e-04 2.23003774e-04 7.81109663e-14 6.36629284e+01 2.53451538e-17 1.39941095e+02
9.47930764e+00 9.47930764e+00 2.17989490e-07 1.98000000e-04 2.22409043e-07 1.98002071e-04 1.98002071e-04 6.24884739e-14 6.59156329e+01 1.40690985e-17 1.67787913e+02
9.66293380e+00 9.66293380e+00 2.19187008e-07 1.76000000e-04 2.22542979e-07 1.76001382e-04 1.76001382e-04 5.11270672e-14 7.01568101e+01 8.23027521e-18 2.00681348e+02
9.84655996e+00 9.84655996e+00 2.20013324e-07 1.56000000e-04 2.22324715e-07 1.56000513e-04 1.56000513e-04 3.97653361e-14 7.12965518e+01 4.36675310e-18 2.40869267e+02
1.00301861e+01 1.00301861e+01 2.20528307e-07 1.39000000e-04 2.22470942e-07 1.39004055e-04 1.39004055e-04 3.40847971e-14 8.01496277e+01 2.80712578e-18 2.86685620e+02
1.02138123e+01 1.02138123e+01 2.20780211e-07 1.22000000e-04 2.22325417e-07 1.22000343e-04 1.22000343e-04 2.84038308e-14 8.78844178e+01 1.70295841e-18 3.48811407e+02
1.03974384e+01 1.03974384e+01 2.20809914e-07 1.08000000e-04 2.22586324e-07 1.08000468e-04 1.08000468e-04 2.84039844e-14 1.15962577e+02 1.48952401e-18 4.18831538e+02
1.05810646e+01 1.05810646e+01 2.20648816e-07 9.50000000e-05 2.22305617e-07 9.50209872e-05 9.50209872e-05 2.55635985e-14 1.38049315e+02 1.05455615e-18 5.07473013e+02
