8.44880344e+00 6.08022587e+00 2.00698601e-07 3.66224280e-04 2.21438285e-07 4.51849236e-04 1.80363552e-13 4.89982297e+01 6.00157723e-16 4.89914210e+01 1.22387828e-05 2.25146602e+00 4.63868706e+04
8.47592067e+00 6.61590594e+00 2.01461799e-07 3.60715665e-04 2.21439549e-07 4.42316384e-04 1.76047516e-13 4.93934409e+01 5.58148954e-16 5.05834459e+01 1.19119540e-05 2.38363607e+00 4.26513016e+04
8.50303790e+00 7.19841853e+00 2.02204774e-07 3.55271767e-04 2.21438412e-07 4.33002806e-04 1.71764771e-13 4.97827867e+01 5.18749705e-16 5.22244727e+01 1.15882421e-05 2.51971409e+00 3.92050034e+04
8.53015513e+00 7.83183832e+00 2.02927800e-07 3.49892148e-04 2.21439465e-07 4.23920604e-04 1.67537508e-13 5.01717466e+01 4.81934252e-16 5.39114966e+01 1.12704457e-05 2.66008628e+00 3.60345006e+04
8.55727236e+00 8.52059347e+00 2.03631172e-07 3.44576282e-04 2.21439833e-07 4.15051564e-04 1.63354616e-13 5.05563011e+01 4.47479236e-16 5.56489972e+01 1.09568814e-05 2.80452076e+00 3.31125725e+04
8.58438959e+00 9.26949628e+00 2.04315160e-07 3.39323831e-04 2.21439189e-07 4.06388652e-04 1.59216098e-13 5.09355165e+01 4.15241368e-16 5.74372994e+01 1.06473688e-05 2.95296716e+00 3.04192898e+04
8.61150682e+00 1.00837765e+01 2.04980059e-07 3.34134251e-04 2.21439617e-07 3.97933978e-04 1.55133066e-13 5.13120671e+01 3.85141259e-16 5.92780399e+01 1.03432403e-05 3.10593317e+00 2.79404125e+04
8.63862405e+00 1.09691172e+01 2.05626162e-07 3.29007159e-04 2.21438461e-07 3.89671638e-04 1.51094410e-13 5.16814717e+01 3.56992142e-16 6.11727920e+01 1.00428550e-05 3.26279419e+00 2.56547910e+04
8.66574128e+00 1.19320026e+01 2.06253960e-07 3.23940622e-04 2.21440361e-07 3.81611582e-04 1.47122337e-13 5.20510268e+01 3.30773284e-16 6.31213621e+01 9.74908918e-06 3.42487716e+00 2.35540582e+04
8.69285851e+00 1.29789042e+01 2.06863548e-07 3.18935674e-04 2.21440177e-07 3.73731288e-04 1.43194634e-13 5.24117607e+01 3.06266675e-16 6.51284415e+01 9.45879511e-06 3.59075064e+00 2.16165945e+04
8.71997574e+00 1.41171114e+01 2.07455242e-07 3.13991866e-04 2.21437790e-07 3.66025318e-04 1.39311312e-13 5.27624518e+01 2.83368678e-16 6.71954447e+01 9.17186796e-06 3.76019959e+00 1.98296579e+04
8.74709297e+00 1.53545582e+01 2.08029324e-07 3.09108903e-04 2.21439675e-07 3.58513172e-04 1.35505663e-13 5.31149114e+01 2.62110639e-16 6.93188047e+01 8.89256977e-06 3.93541945e+00 1.81905034e+04
8.77421020e+00 1.66998664e+01 2.08586115e-07 3.04286247e-04 2.21438994e-07 3.51164457e-04 1.31744386e-13 5.34556823e+01 2.42259315e-16 7.15059967e+01 8.61642237e-06 4.11402067e+00 1.66784282e+04
8.80132743e+00 1.81624055e+01 2.09125929e-07 2.99523415e-04 2.21437851e-07 3.43982333e-04 1.28038596e-13 5.37880940e+01 2.23768249e-16 7.37567734e+01 8.34480437e-06 4.29662654e+00 1.52863099e+04
8.82844466e+00 1.97523568e+01 2.09649059e-07 2.94820075e-04 2.21438224e-07 3.36969703e-04 1.24399373e-13 5.41160746e+01 2.06588210e-16 7.60714127e+01 8.07906761e-06 4.48405266e+00 1.40072085e+04
8.85556189e+00 2.14807844e+01 2.10155831e-07 2.90175745e-04 2.21439948e-07 3.30121377e-04 1.20826714e-13 5.44391997e+01 1.90632836e-16 7.84510884e+01 7.81912888e-06 4.67629576e+00 1.28320222e+04
8.88267912e+00 2.33602718e+01 2.10646677e-07 2.85588619e-04 2.21438955e-07 3.23416857e-04 1.17298437e-13 5.47472714e+01 1.75753724e-16 8.09028815e+01 7.56211437e-06 4.87128896e+00 1.17478742e+04
8.90979635e+00 2.54034881e+01 2.11121791e-07 2.81059522e-04 2.21439155e-07 3.16867761e-04 1.13836738e-13 5.50490130e+01 1.61949495e-16 8.34240707e+01 7.31078120e-06 5.07083197e+00 1.07521620e+04
8.93691358e+00 2.76245893e+01 2.11581455e-07 2.76588096e-04 2.21440400e-07 3.10469714e-04 1.10441609e-13 5.53439561e+01 1.49148779e-16 8.60162708e+01 7.06506799e-06 5.27484400e+00 9.83782348e+03
