1.03256058e+01 1.97999888e+03 2.20806467e-07 1.15000000e-04 2.20806469e-07 1.15000003e-04 3.36286264e-17 1.22814291e-01 1.22814291e-01 3.81031636e+02
1.03276633e+01 1.99254126e+03 2.20806453e-07 1.15000000e-04 2.20822711e-07 1.15019374e-04 2.79109018e-15 1.02249359e+01 1.02249359e+01 3.81043672e+02
1.03347028e+01 2.03605852e+03 2.20806219e-07 1.14000000e-04 2.20870805e-07 1.14075418e-04 5.54855177e-15 2.05435674e+01 2.05435674e+01 3.86108036e+02
1.03451134e+01 2.10216414e+03 2.20805379e-07 1.13000000e-04 2.20951257e-07 1.13168301e-04 8.30602899e-15 3.12398378e+01 3.12398378e+01 3.91313031e+02
1.03597168e+01 2.19852350e+03 2.20802978e-07 1.12000000e-04 2.21064645e-07 1.12301435e-04 1.10634734e-14 4.25382664e+01 4.25382664e+01 3.96663678e+02
1.03774723e+01 2.32164445e+03 2.20798460e-07 1.11000000e-04 2.21212420e-07 1.11479761e-04 1.38209336e-14 5.45848454e+01 5.45848454e+01 4.02165945e+02
1.04052718e+01 2.52839420e+03 2.20787715e-07 1.09000000e-04 2.21396031e-07 1.09699068e-04 1.65783984e-14 6.82856343e+01 6.82856343e+01 4.13450489e+02
1.04442114e+01 2.84931459e+03 2.20765229e-07 1.06000000e-04 2.21617628e-07 1.06957768e-04 1.93358570e-14 8.44800419e+01 8.44800419e+01 4.31331800e+02
1.04878957e+01 3.25803171e+03 2.20730082e-07 1.03000000e-04 2.21880736e-07 1.04275358e-04 2.20933203e-14 1.03139445e+02 1.03139445e+02 4.50564300e+02
1.05315122e+01 3.72457797e+03 2.20684732e-07 1.00000000e-04 2.22190000e-07 1.01639701e-04 2.48507816e-14 1.23960104e+02 1.23960104e+02 4.71294640e+02
